Source Row,Legacy Post ID,Legacy Title,Legacy Slug,Legacy URL,Legacy Status,Decision,Primary Post ID,New Title,Final Slug,Final URL,HUB,Topic Cluster,Primary Keyword,Secondary Keywords,Search Intent,Target Persona,Funnel Stage,Pillar/Supporting,Target Word Count,Direct Answer Question,Product CTA,Internal Link Targets,Featured Image Brief,In-Article Image Briefs,Claim Verification,Priority,Batch,Draft Status,Editorial Notes
159,14415,Kế Hoạch Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,ke-hoach-cham-soc-khach-hang-cu-hieu-qua-nhat,https://gcalls.co/ke-hoach-cham-soc-khach-hang-cu-hieu-qua-nhat/,PUBLISH,REBUILD_KEEP_URL,,Kế Hoạch Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,ke-hoach-cham-soc-khach-hang-cu-hieu-qua-nhat,/ke-hoach-cham-soc-khach-hang-cu-hieu-qua-nhat/,HUB-05 Customer Service và Customer Experience,Customer Service và Customer Experience,kế hoạch chăm sóc khách,TO_BE_SET_AT_AUTHORING,informational-general,Quản lý CSKH,TOFU,SUPPORTING,1200-2000,Kế Hoạch Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất?,Gcalls CX|/gcalls-cx/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2400 | 2695 | 2752,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 7,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
160,14462,Hotline Là Gì? Có Những Loại Đầu Số Hotline Nào Hiện Nay?,hotline-la-gi-co-nhung-loai-dau-so-hotline-nao-hien-nay,https://gcalls.co/hotline-la-gi-co-nhung-loai-dau-so-hotline-nao-hien-nay/,PUBLISH,REBUILD_KEEP_URL,,Hotline Là Gì? Có Những Loại Đầu Số Hotline Nào Hiện Nay?,hotline-la-gi-co-nhung-loai-dau-so-hotline-nao-hien-nay,/hotline-la-gi-co-nhung-loai-dau-so-hotline-nao-hien-nay/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,hotline loại đầu số hotline,TO_BE_SET_AT_AUTHORING,informational-definition,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Hotline Là Gì? Có Những Loại Đầu Số Hotline Nào Hiện Nay?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
161,14502,IVR Là Gì? Và Những Điều Cần Biết Về IVR,ivr-la-gi-va-nhung-dieu-can-biet-ve,https://gcalls.co/ivr-la-gi-va-nhung-dieu-can-biet-ve/,PUBLISH,REBUILD_KEEP_URL,,IVR Là Gì? Và Những Điều Cần Biết Về IVR,ivr-la-gi-va-nhung-dieu-can-biet-ve,/ivr-la-gi-va-nhung-dieu-can-biet-ve/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,ivr điều cần biết ivr,TO_BE_SET_AT_AUTHORING,informational-definition,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,IVR Là Gì? Và Những Điều Cần Biết Về IVR?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
162,14506,Quy Trình Chăm Sóc Khách Hàng Sau Bán Hàng,quy-trinh-cham-soc-khach-hang-sau-ban-hang,https://gcalls.co/quy-trinh-cham-soc-khach-hang-sau-ban-hang/,PUBLISH,REBUILD_KEEP_URL,,Quy Trình Chăm Sóc Khách Hàng Sau Bán Hàng,quy-trinh-cham-soc-khach-hang-sau-ban-hang,/quy-trinh-cham-soc-khach-hang-sau-ban-hang/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,quy trình chăm sóc khách,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Quy Trình Chăm Sóc Khách Hàng Sau Bán Hàng?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
163,14522,ACD Là Gì? Ứng Dụng Thực Tế Của ACD Vào Call Center,acd-la-gi-ung-dung-thuc-te-cua-acd-vao-call-center,https://gcalls.co/acd-la-gi-ung-dung-thuc-te-cua-acd-vao-call-center/,PUBLISH,REBUILD_KEEP_URL,,ACD Là Gì? Ứng Dụng Thực Tế Của ACD Vào Call Center,acd-la-gi-ung-dung-thuc-te-cua-acd-vao-call-center,/acd-la-gi-ung-dung-thuc-te-cua-acd-vao-call-center/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,acd ứng dụng thực tế,TO_BE_SET_AT_AUTHORING,informational-definition,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,ACD Là Gì? Ứng Dụng Thực Tế Của ACD Vào Call Center?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
164,14536,Dịch Vụ Tổng Đài Ảo - 13 Tính Năng Nổi Bật,dich-vu-tong-dai-ao-13-tinh-nang-noi-bat,https://gcalls.co/dich-vu-tong-dai-ao-13-tinh-nang-noi-bat/,PUBLISH,REBUILD_KEEP_URL,,Dịch Vụ Tổng Đài Ảo - 13 Tính Năng Nổi Bật,dich-vu-tong-dai-ao-13-tinh-nang-noi-bat,/dich-vu-tong-dai-ao-13-tinh-nang-noi-bat/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,dịch vụ tổng đài ảo,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Dịch Vụ Tổng Đài Ảo - 13 Tính Năng Nổi Bật?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
165,14539,SIP Trunk Là Gì? Lợi Ích Dịch Vụ Này Mang Đến Như Thế Nào?,sip-trunk-la-gi-loi-ich-dich-vu-nay-mang-den-nhu-the-nao,https://gcalls.co/sip-trunk-la-gi-loi-ich-dich-vu-nay-mang-den-nhu-the-nao/,PUBLISH,REBUILD_UPDATE_TOPIC,,SIP Trunk Là Gì? Lợi Ích Dịch Vụ Này Mang Đến Như Thế Nào?,sip-trunk-la-gi-loi-ich-dich-vu-nay-mang-den-nhu-the-nao,/sip-trunk-la-gi-loi-ich-dich-vu-nay-mang-den-nhu-the-nao/,HUB-11 Vận hành doanh nghiệp,Vận hành doanh nghiệp,sip trunk lợi ích dịch,TO_BE_SET_AT_AUTHORING,informational-definition,Chủ doanh nghiệp / Quản lý,TOFU,SUPPORTING,"('NARROW', '900-1200')",SIP Trunk Là Gì? Lợi Ích Dịch Vụ Này Mang Đến Như Thế Nào?,Gcalls Plus Webphone|/gcalls-plus-webphone/,2261 | 2665 | 2738,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P2,Batch 10,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
166,14560,Số Tổng Đài 1800 Là Gì? Hướng Dẫn Đăng Ký Đầu Số 1800 Đơn Giản,so-tong-dai-1800-la-gi-huong-dan-dang-ky-dau-so-1800-don-gian,https://gcalls.co/so-tong-dai-1800-la-gi-huong-dan-dang-ky-dau-so-1800-don-gian/,PUBLISH,REBUILD_KEEP_URL,,Số Tổng Đài 1800 Là Gì? Hướng Dẫn Đăng Ký Đầu Số 1800 Đơn Giản,so-tong-dai-1800-la-gi-huong-dan-dang-ky-dau-so-1800-don-gian,/so-tong-dai-1800-la-gi-huong-dan-dang-ky-dau-so-1800-don-gian/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,số tổng đài hướng dẫn,TO_BE_SET_AT_AUTHORING,informational-definition,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Số Tổng Đài 1800 Là Gì? Hướng Dẫn Đăng Ký Đầu Số 1800 Đơn Giản?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
167,14568,Giải Đáp Thông Tin Về VoIP Và Ứng Dụng Thực Tế,giai-dap-thong-tin-ve-voip-va-ung-dung-thuc-te,https://gcalls.co/giai-dap-thong-tin-ve-voip-va-ung-dung-thuc-te/,PUBLISH,REBUILD_KEEP_URL,,Giải Đáp Thông Tin Về VoIP Và Ứng Dụng Thực Tế,giai-dap-thong-tin-ve-voip-va-ung-dung-thuc-te,/giai-dap-thong-tin-ve-voip-va-ung-dung-thuc-te/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,giải đáp thông tin voip,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Giải Đáp Thông Tin Về VoIP Và Ứng Dụng Thực Tế?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
168,14577,HR Parttime,hr-parttime,https://gcalls.co/hr-parttime/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
169,14607,Mẫu Lời Chào Tổng Đài Điện Thoại Phổ Biến Hiện Nay,mau-loi-chao-tong-dai-dien-thoai-pho-bien-hien-nay,https://gcalls.co/mau-loi-chao-tong-dai-dien-thoai-pho-bien-hien-nay/,PUBLISH,REBUILD_KEEP_URL,,Mẫu Lời Chào Tổng Đài Điện Thoại Phổ Biến Hiện Nay,mau-loi-chao-tong-dai-dien-thoai-pho-bien-hien-nay,/mau-loi-chao-tong-dai-dien-thoai-pho-bien-hien-nay/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,mẫu lời chào tổng đài,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Mẫu Lời Chào Tổng Đài Điện Thoại Phổ Biến Hiện Nay?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
170,14614,Service Level Agreement Là Gì? Từ A - Z Thông Tin Về SLA,service-level-agreement-la-gi-tu-a-z-thong-tin-ve-sla,https://gcalls.co/service-level-agreement-la-gi-tu-a-z-thong-tin-ve-sla/,PUBLISH,REBUILD_UPDATE_TOPIC,,Service Level Agreement Là Gì? Từ A - Z Thông Tin Về SLA,service-level-agreement-la-gi-tu-a-z-thong-tin-ve-sla,/service-level-agreement-la-gi-tu-a-z-thong-tin-ve-sla/,HUB-11 Vận hành doanh nghiệp,Vận hành doanh nghiệp,service level agreement a z,TO_BE_SET_AT_AUTHORING,informational-definition,Chủ doanh nghiệp / Quản lý,TOFU,SUPPORTING,"('NARROW', '900-1200')",Service Level Agreement Là Gì? Từ A - Z Thông Tin Về SLA?,Gcalls Plus Webphone|/gcalls-plus-webphone/,2261 | 2665 | 2738,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,"DEFINITIONAL TOPIC — the article explains what an SLA is. It must NOT state or imply that Gcalls offers an SLA, an uptime figure or a availability guarantee. No Gcalls-specific SLA/uptime number may appear without Product evidence.",P2,Batch 10,DRAFT_NOT_WRITTEN,"Topic re-scoped to Gcalls ICP; article written 100% new | Claim guard: SLA discussed as an industry concept only, never as a Gcalls commitment."
171,14773,Best Virtual Phone System For Small Medium Business 2023,best-virtual-phone-system-for-small-medium-business-2023,https://gcalls.co/best-virtual-phone-system-for-small-medium-business-2023/,PUBLISH,MANUAL_DECISION,,,,PENDING_DECISION,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-Vietnamese body; needs human call on retire vs re-scope
172,14787,Cách Xử Lý Các Tình Huống Chăm Sóc Khách Hàng,cach-xu-ly-cac-tinh-huong-cham-soc-khach-hang,https://gcalls.co/cach-xu-ly-cac-tinh-huong-cham-soc-khach-hang/,PUBLISH,REBUILD_KEEP_URL,,Cách Xử Lý Các Tình Huống Chăm Sóc Khách Hàng,cach-xu-ly-cac-tinh-huong-cham-soc-khach-hang,/cach-xu-ly-cac-tinh-huong-cham-soc-khach-hang/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,xử lý tình huống chăm,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Cách Xử Lý Các Tình Huống Chăm Sóc Khách Hàng?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
173,14797,Tin Nhắn Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,tin-nhan-cham-soc-khach-hang-cu-hieu-qua-nhat,https://gcalls.co/tin-nhan-cham-soc-khach-hang-cu-hieu-qua-nhat/,PUBLISH,REBUILD_KEEP_URL,,Tin Nhắn Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,tin-nhan-cham-soc-khach-hang-cu-hieu-qua-nhat,/tin-nhan-cham-soc-khach-hang-cu-hieu-qua-nhat/,HUB-05 Customer Service và Customer Experience,Customer Service và Customer Experience,tin nhắn chăm sóc khách,TO_BE_SET_AT_AUTHORING,informational-general,Quản lý CSKH,TOFU,SUPPORTING,1200-2000,Tin Nhắn Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất?,Gcalls CX|/gcalls-cx/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2400 | 2695 | 2752,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 7,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
174,14870,On Premise Là Gì Và Đây Có Phải Là Giải Pháp Tốt Nhất?,on-premise-la-gi-va-day-co-phai-la-giai-phap-tot-nhat,https://gcalls.co/on-premise-la-gi-va-day-co-phai-la-giai-phap-tot-nhat/,PUBLISH,REBUILD_UPDATE_TOPIC,,On Premise Là Gì Và Đây Có Phải Là Giải Pháp Tốt Nhất?,on-premise-la-gi-va-day-co-phai-la-giai-phap-tot-nhat,/on-premise-la-gi-va-day-co-phai-la-giai-phap-tot-nhat/,HUB-11 Vận hành doanh nghiệp,Vận hành doanh nghiệp,on premise đây phải giải,TO_BE_SET_AT_AUTHORING,informational-definition,Chủ doanh nghiệp / Quản lý,TOFU,SUPPORTING,"('NARROW', '900-1200')",On Premise Là Gì Và Đây Có Phải Là Giải Pháp Tốt Nhất?,Gcalls Plus Webphone|/gcalls-plus-webphone/,2261 | 2665 | 2738,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P2,Batch 10,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
175,14890,Hệ Thống Tổng Đài Điện Thoại Chuẩn Là Như Thế Nào?,he-thong-tong-dai-dien-thoai-chuan-la-nhu-the-nao,https://gcalls.co/he-thong-tong-dai-dien-thoai-chuan-la-nhu-the-nao/,PUBLISH,REBUILD_KEEP_URL,,Hệ Thống Tổng Đài Điện Thoại Chuẩn Là Như Thế Nào?,he-thong-tong-dai-dien-thoai-chuan-la-nhu-the-nao,/he-thong-tong-dai-dien-thoai-chuan-la-nhu-the-nao/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,hệ thống tổng đài điện,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Hệ Thống Tổng Đài Điện Thoại Chuẩn Là Như Thế Nào?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
176,14902,Dịch Vụ Chăm Sóc Khách Hàng Là Gì?,dich-vu-cham-soc-khach-hang-la-gi,https://gcalls.co/dich-vu-cham-soc-khach-hang-la-gi/,PUBLISH,REBUILD_KEEP_URL,,Dịch Vụ Chăm Sóc Khách Hàng Là Gì?,dich-vu-cham-soc-khach-hang-la-gi,/dich-vu-cham-soc-khach-hang-la-gi/,HUB-05 Customer Service và Customer Experience,Customer Service và Customer Experience,dịch vụ chăm sóc khách,TO_BE_SET_AT_AUTHORING,informational-definition,Quản lý CSKH,TOFU,SUPPORTING,1200-2000,Dịch Vụ Chăm Sóc Khách Hàng Là Gì?,Gcalls CX|/gcalls-cx/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2400 | 2695 | 2752,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 7,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
177,15008,Tổng Đài IP Và Những Khác Biệt So Với Tổng Đài Analog,tong-dai-ip-va-nhung-khac-biet-so-voi-tong-dai-analog,https://gcalls.co/tong-dai-ip-va-nhung-khac-biet-so-voi-tong-dai-analog/,PUBLISH,REBUILD_KEEP_URL,,Tổng Đài IP Và Những Khác Biệt So Với Tổng Đài Analog,tong-dai-ip-va-nhung-khac-biet-so-voi-tong-dai-analog,/tong-dai-ip-va-nhung-khac-biet-so-voi-tong-dai-analog/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,tổng đài ip khác biệt,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Tổng Đài IP Và Những Khác Biệt So Với Tổng Đài Analog?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
178,15049,Kịch Bản Tư Vấn Khách Hàng Spa Là Gì?,kich-ban-tu-van-khach-hang-spa-la-gi,https://gcalls.co/kich-ban-tu-van-khach-hang-spa-la-gi/,PUBLISH,REBUILD_KEEP_URL,,Kịch Bản Tư Vấn Khách Hàng Spa Là Gì?,kich-ban-tu-van-khach-hang-spa-la-gi,/kich-ban-tu-van-khach-hang-spa-la-gi/,HUB-05 Customer Service và Customer Experience,Customer Service và Customer Experience,kịch bản tư vấn khách,TO_BE_SET_AT_AUTHORING,informational-definition,Quản lý CSKH,TOFU,SUPPORTING,1200-2000,Kịch Bản Tư Vấn Khách Hàng Spa Là Gì?,Gcalls CX|/gcalls-cx/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2400 | 2695 | 2752,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 7,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
179,15195,Customer Lifetime Value Là Gì? Vai Trò Và Cách Tính,customer-lifetime-value-la-gi-vai-tro-va-cach-tinh,https://gcalls.co/customer-lifetime-value-la-gi-vai-tro-va-cach-tinh/,PUBLISH,REBUILD_UPDATE_TOPIC,,Customer Lifetime Value Là Gì? Vai Trò Và Cách Tính,customer-lifetime-value-la-gi-vai-tro-va-cach-tinh,/customer-lifetime-value-la-gi-vai-tro-va-cach-tinh/,HUB-11 Vận hành doanh nghiệp,Vận hành doanh nghiệp,customer lifetime value vai trò,TO_BE_SET_AT_AUTHORING,informational-definition,Chủ doanh nghiệp / Quản lý,TOFU,SUPPORTING,"('NARROW', '900-1200')",Customer Lifetime Value Là Gì? Vai Trò Và Cách Tính?,Gcalls Plus Webphone|/gcalls-plus-webphone/,2261 | 2665 | 2738,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P2,Batch 10,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
180,15207,5 Lý Do Nên Chọn Dịch Vụ Chăm Sóc Khách Hàng Viettel,5-ly-do-nen-chon-dich-vu-cham-soc-khach-hang-viettel,https://gcalls.co/5-ly-do-nen-chon-dich-vu-cham-soc-khach-hang-viettel/,PUBLISH,REBUILD_KEEP_URL,,5 Lý Do Nên Chọn Dịch Vụ Chăm Sóc Khách Hàng Viettel,5-ly-do-nen-chon-dich-vu-cham-soc-khach-hang-viettel,/5-ly-do-nen-chon-dich-vu-cham-soc-khach-hang-viettel/,HUB-05 Customer Service và Customer Experience,Customer Service và Customer Experience,lý do chọn dịch vụ,TO_BE_SET_AT_AUTHORING,informational-howto,Quản lý CSKH,TOFU,SUPPORTING,1200-2000,5 Lý Do Nên Chọn Dịch Vụ Chăm Sóc Khách Hàng Viettel?,Gcalls CX|/gcalls-cx/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2400 | 2695 | 2752,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 7,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
